InvoiceNo,InvoiceDate,CustomerID,Subtotal,Country
536607,2010-12-02 09:29:00,17732.0,303.96999999999997,United Kingdom
536608,2010-12-02 09:37:00,12855.0,38.1,United Kingdom
536609,2010-12-02 09:41:00,17850.0,244.45999999999998,United Kingdom
536610,2010-12-02 09:42:00,17850.0,22.200000000000003,United Kingdom
536611,2010-12-02 09:43:00,15752.0,259.65,United Kingdom
536612,2010-12-02 09:44:00,17850.0,206.76000000000002,United Kingdom
536613,2010-12-02 09:44:00,17855.0,208.97,United Kingdom
536614,2010-12-02 09:44:00,17850.0,22.200000000000003,United Kingdom
536615,2010-12-02 10:09:00,14047.0,286.92,United Kingdom
536616,2010-12-02 10:10:00,17925.0,244.08,United Kingdom
536617,2010-12-02 10:17:00,13941.0,1095.12,United Kingdom
536618,2010-12-02 10:17:00,17017.0,780.12,United Kingdom
536619,2010-12-02 10:18:00,17017.0,97.19999999999999,United Kingdom
536620,2010-12-02 10:27:00,14135.0,485.25,United Kingdom
536621,2010-12-02 10:35:00,13108.0,350.05999999999995,United Kingdom
536623,2010-12-02 10:39:00,15601.0,768.3800000000001,United Kingdom
536624,2010-12-02 10:45:00,13418.0,610.64,United Kingdom
536626,2010-12-02 10:46:00,13418.0,12.600000000000001,United Kingdom
536627,2010-12-02 10:53:00,15658.0,306.2,United Kingdom
536628,2010-12-02 10:54:00,17850.0,230.55999999999997,United Kingdom
536629,2010-12-02 10:55:00,17850.0,22.200000000000003,United Kingdom
536630,2010-12-02 10:56:00,17850.0,244.45999999999998,United Kingdom
536631,2010-12-02 10:58:00,17850.0,22.200000000000003,United Kingdom
536632,2010-12-02 11:02:00,14388.0,312.79999999999995,United Kingdom
536633,2010-12-02 11:20:00,14901.0,204.15,United Kingdom
536634,2010-12-02 11:21:00,18041.0,193.78,United Kingdom
536635,2010-12-02 11:22:00,15955.0,572.38,United Kingdom
536636,2010-12-02 11:23:00,15070.0,106.2,United Kingdom
536637,2010-12-02 11:35:00,18041.0,235.15999999999997,United Kingdom
536638,2010-12-02 11:41:00,16244.0,1056.6299999999999,United Kingdom
536639,2010-12-02 11:45:00,15111.0,288.5,United Kingdom
536640,2010-12-02 11:45:00,,45.85,United Kingdom
536641,2010-12-02 11:46:00,12748.0,4.25,United Kingdom
536643,2010-12-02 11:57:00,14390.0,223.7,United Kingdom
536663,2010-12-02 12:07:00,16546.0,299.40000000000003,United Kingdom
536667,2010-12-02 12:09:00,15260.0,362.5,United Kingdom
536670,2010-12-02 12:09:00,15260.0,58.0,United Kingdom
536671,2010-12-02 12:10:00,13305.0,136.2,United Kingdom
536672,2010-12-02 12:10:00,14491.0,127.2,United Kingdom
536673,2010-12-02 12:11:00,14060.0,339.84,United Kingdom
536674,2010-12-02 12:16:00,15923.0,127.08000000000001,United Kingdom
536676,2010-12-02 12:18:00,16752.0,207.5,United Kingdom
536681,2010-12-02 12:22:00,17287.0,113.91999999999999,United Kingdom
536685,2010-12-02 12:23:00,17850.0,380.46000000000004,United Kingdom
536688,2010-12-02 12:24:00,17850.0,22.200000000000003,United Kingdom
536690,2010-12-02 12:25:00,17850.0,331.26,United Kingdom
536693,2010-12-02 12:26:00,17850.0,22.200000000000003,United Kingdom
536698,2010-12-02 12:28:00,15363.0,326.0,United Kingdom
536707,2010-12-02 12:33:00,12915.0,199.64999999999998,United Kingdom
536732,2010-12-02 12:47:00,15544.0,354.53999999999996,United Kingdom
536733,2010-12-02 12:50:00,15738.0,329.65000000000003,United Kingdom
536735,2010-12-02 12:58:00,17381.0,211.2,United Kingdom
536736,2010-12-02 12:59:00,17381.0,824.88,United Kingdom
536738,2010-12-02 13:06:00,15827.0,98.18000000000002,United Kingdom
536739,2010-12-02 13:08:00,14180.0,201.75,United Kingdom
536740,2010-12-02 13:08:00,15827.0,92.75000000000001,United Kingdom
536741,2010-12-02 13:11:00,13117.0,202.11999999999998,United Kingdom
536742,2010-12-02 13:14:00,16916.0,198.07999999999998,United Kingdom
536743,2010-12-02 13:32:00,17964.0,261.76,United Kingdom
536744,2010-12-02 13:36:00,14466.0,379.74999999999994,United Kingdom
536745,2010-12-02 13:38:00,17235.0,341.9,United Kingdom
536746,2010-12-02 13:39:00,16510.0,248.10000000000002,United Kingdom
536747,2010-12-02 13:44:00,17802.0,100.19999999999999,United Kingdom
536748,2010-12-02 13:45:00,15107.0,116.0,United Kingdom
536749,2010-12-02 13:49:00,17976.0,353.19000000000005,United Kingdom
536750,2010-12-02 14:04:00,17850.0,434.8,United Kingdom
536751,2010-12-02 14:05:00,17850.0,22.200000000000003,United Kingdom
536752,2010-12-02 14:06:00,17850.0,390.65999999999997,United Kingdom
536753,2010-12-02 14:07:00,17850.0,22.200000000000003,United Kingdom
536754,2010-12-02 14:09:00,14449.0,210.24,United Kingdom
536755,2010-12-02 14:14:00,,54.25,United Kingdom
536756,2010-12-02 14:23:00,,66.64999999999999,United Kingdom
536759,2010-12-02 14:26:00,16781.0,311.25,United Kingdom
536761,2010-12-02 14:30:00,13491.0,98.9,United Kingdom
536762,2010-12-02 14:40:00,16186.0,307.68000000000006,United Kingdom
536763,2010-12-02 14:42:00,17685.0,452.52,United Kingdom
536764,2010-12-02 14:42:00,,0.0,United Kingdom
536765,2010-12-02 14:43:00,,0.0,United Kingdom
536769,2010-12-02 14:47:00,17581.0,668.4,United Kingdom
536771,2010-12-02 14:49:00,17581.0,118.38,United Kingdom
536777,2010-12-02 15:00:00,15732.0,138.1,United Kingdom
536778,2010-12-02 15:03:00,13138.0,193.23000000000002,United Kingdom
536779,2010-12-02 15:08:00,15823.0,15.0,United Kingdom
536780,2010-12-02 15:09:00,,12.8,United Kingdom
536781,2010-12-02 15:14:00,17460.0,50.400000000000006,United Kingdom
536782,2010-12-02 15:18:00,17567.0,517.9499999999999,United Kingdom
536783,2010-12-02 15:19:00,15061.0,4076.48,United Kingdom
536784,2010-12-02 15:20:00,15061.0,2170.9,United Kingdom
536785,2010-12-02 15:22:00,15061.0,2730.96,United Kingdom
536786,2010-12-02 15:23:00,15061.0,324.0,United Kingdom
536787,2010-12-02 15:24:00,17850.0,192.46,United Kingdom
536788,2010-12-02 15:25:00,15061.0,75.0,United Kingdom
536789,2010-12-02 15:25:00,17850.0,22.200000000000003,United Kingdom
536790,2010-12-02 15:26:00,17850.0,532.01,United Kingdom
536791,2010-12-02 15:27:00,17850.0,44.400000000000006,United Kingdom
536792,2010-12-02 15:28:00,15061.0,30.0,United Kingdom
536793,2010-12-02 15:39:00,16203.0,170.7,United Kingdom
536794,2010-12-02 15:40:00,13767.0,322.79999999999995,United Kingdom
536795,2010-12-02 15:40:00,15640.0,333.7199999999999,United Kingdom
536796,2010-12-02 15:46:00,15574.0,375.65,United Kingdom
536797,2010-12-02 15:49:00,16770.0,130.8,United Kingdom
536798,2010-12-02 15:55:00,17838.0,717.1600000000002,United Kingdom
536799,2010-12-02 16:00:00,17228.0,183.3,United Kingdom
536800,2010-12-02 16:12:00,14829.0,236.96999999999997,United Kingdom
536801,2010-12-02 16:12:00,,252.30000000000004,United Kingdom
536802,2010-12-02 16:29:00,17412.0,197.3,United Kingdom
536803,2010-12-02 16:33:00,14911.0,22.5,EIRE
536804,2010-12-02 16:34:00,14031.0,1714.25,United Kingdom
536805,2010-12-02 16:38:00,14775.0,406.55999999999995,United Kingdom
536806,2010-12-02 16:42:00,12971.0,45.120000000000005,United Kingdom
536808,2010-12-02 16:46:00,17659.0,247.8,United Kingdom
536809,2010-12-02 16:48:00,15299.0,1003.2,United Kingdom
536810,2010-12-02 16:50:00,15299.0,303.96,United Kingdom
536811,2010-12-02 16:51:00,15299.0,527.85,United Kingdom
536813,2010-12-02 16:59:00,15646.0,189.8,United Kingdom
536819,2010-12-02 17:12:00,13402.0,308.28,United Kingdom
536821,2010-12-02 17:17:00,17757.0,143.45,United Kingdom
536823,2010-12-02 17:22:00,13011.0,50.550000000000004,United Kingdom
536824,2010-12-02 17:24:00,13798.0,408.0,United Kingdom
536830,2010-12-02 17:38:00,16754.0,2002.4,United Kingdom
536831,2010-12-02 17:40:00,16029.0,569.4,United Kingdom
536832,2010-12-02 17:41:00,16634.0,164.8,United Kingdom
536833,2010-12-02 17:48:00,18239.0,438.09999999999997,United Kingdom
536834,2010-12-02 17:51:00,14576.0,35.400000000000006,United Kingdom
536835,2010-12-02 18:06:00,13145.0,295.0,United Kingdom
536836,2010-12-02 18:08:00,18168.0,263.29999999999995,United Kingdom
536837,2010-12-02 18:15:00,14395.0,308.67999999999995,United Kingdom
536838,2010-12-02 18:23:00,14865.0,37.2,United Kingdom
536839,2010-12-02 18:25:00,15093.0,623.73,United Kingdom
536840,2010-12-02 18:27:00,12738.0,155.35,Germany
536841,2010-12-02 18:27:00,16150.0,393.41999999999996,United Kingdom
536842,2010-12-02 18:45:00,17552.0,263.62,United Kingdom
536843,2010-12-02 18:46:00,17552.0,34.9,United Kingdom
536844,2010-12-02 18:49:00,14236.0,189.3,United Kingdom
536845,2010-12-02 19:18:00,17961.0,127.55000000000001,United Kingdom
536846,2010-12-02 19:59:00,14573.0,413.09999999999997,United Kingdom
536847,2010-12-03 09:31:00,17135.0,215.58,United Kingdom
536848,2010-12-03 09:39:00,13408.0,534.0,United Kingdom
536849,2010-12-03 09:45:00,17396.0,397.5,United Kingdom
536851,2010-12-03 09:49:00,12967.0,1368.4,United Kingdom
536852,2010-12-03 09:51:00,12686.0,89.14,France
536856,2010-12-03 10:26:00,13370.0,754.8700000000001,United Kingdom
536857,2010-12-03 10:33:00,16883.0,128.02999999999997,United Kingdom
536858,2010-12-03 10:36:00,13520.0,303.4,Switzerland
536859,2010-12-03 10:43:00,12841.0,294.25,United Kingdom
536860,2010-12-03 10:43:00,16905.0,254.39999999999998,United Kingdom
536861,2010-12-03 10:44:00,12427.0,303.5,Germany
536862,2010-12-03 11:13:00,,1334.1299999999999,United Kingdom
536863,2010-12-03 11:19:00,17967.0,123.07,United Kingdom
536864,2010-12-03 11:27:00,,636.6800000000001,United Kingdom
536865,2010-12-03 11:28:00,,2396.96,United Kingdom
536866,2010-12-03 11:28:00,,8.47,United Kingdom
536874,2010-12-03 11:35:00,16891.0,232.26,United Kingdom
536876,2010-12-03 11:36:00,,7257.08,United Kingdom
536883,2010-12-03 11:41:00,,5.46,United Kingdom
536884,2010-12-03 11:42:00,14589.0,39.75,United Kingdom
536885,2010-12-03 11:42:00,,549.0000000000001,EIRE
536890,2010-12-03 11:48:00,14156.0,322.2,EIRE
536920,2010-12-03 12:01:00,,69.3,United Kingdom
536938,2010-12-03 12:05:00,14680.0,1680.8799999999999,United Kingdom
536941,2010-12-03 12:08:00,,0.0,United Kingdom
536942,2010-12-03 12:08:00,,0.0,United Kingdom
536943,2010-12-03 12:11:00,17884.0,187.51000000000002,United Kingdom
536944,2010-12-03 12:20:00,12557.0,620.0,Spain
536945,2010-12-03 12:24:00,14083.0,309.53999999999996,United Kingdom
536946,2010-12-03 12:28:00,13013.0,841.9399999999999,United Kingdom
536947,2010-12-03 12:29:00,13013.0,686.4,United Kingdom
536954,2010-12-03 12:41:00,17809.0,425.0,United Kingdom
536956,2010-12-03 12:43:00,14210.0,304.95,United Kingdom
536957,2010-12-03 12:43:00,17809.0,791.7000000000002,United Kingdom
536960,2010-12-03 12:48:00,16477.0,225.65,United Kingdom
536967,2010-12-03 12:57:00,12600.0,76.5,Germany
536968,2010-12-03 13:09:00,16013.0,534.0,United Kingdom
536969,2010-12-03 13:10:00,16013.0,528.0,United Kingdom
536970,2010-12-03 13:12:00,17949.0,1314.0,United Kingdom
536971,2010-12-03 13:40:00,12779.0,248.15999999999997,Poland
536972,2010-12-03 13:42:00,16926.0,230.25000000000003,United Kingdom
536973,2010-12-03 13:43:00,17787.0,736.28,United Kingdom
536974,2010-12-03 13:59:00,12682.0,336.24,France
536975,2010-12-03 14:04:00,14911.0,1705.6500000000003,EIRE
536976,2010-12-03 14:18:00,14723.0,149.79999999999998,United Kingdom
536977,2010-12-03 14:18:00,17954.0,108.78,United Kingdom
536980,2010-12-03 14:26:00,17819.0,591.4699999999999,United Kingdom
536981,2010-12-03 14:26:00,14723.0,101.13999999999999,United Kingdom
536982,2010-12-03 14:27:00,,10661.69,United Kingdom
536983,2010-12-03 14:30:00,12712.0,175.53,Germany
536984,2010-12-03 14:35:00,17841.0,339.5399999999999,United Kingdom
536985,2010-12-03 14:40:00,15373.0,334.3,United Kingdom
536986,2010-12-03 14:40:00,16140.0,124.14,United Kingdom
536987,2010-12-03 14:54:00,17198.0,272.01,United Kingdom
536988,2010-12-03 15:05:00,17238.0,254.39,United Kingdom
536989,2010-12-03 15:10:00,17238.0,115.7,United Kingdom
536990,2010-12-03 15:14:00,12793.0,131.8,Portugal
536991,2010-12-03 15:16:00,,26.4,United Kingdom
536992,2010-12-03 15:16:00,15769.0,91.8,United Kingdom
536993,2010-12-03 15:19:00,14396.0,110.35000000000001,United Kingdom
536994,2010-12-03 15:25:00,14898.0,98.50000000000001,United Kingdom
536995,2010-12-03 15:29:00,,0.0,United Kingdom
536996,2010-12-03 15:30:00,,0.0,United Kingdom
536997,2010-12-03 15:30:00,,0.0,United Kingdom
536998,2010-12-03 15:30:00,,0.0,United Kingdom
536999,2010-12-03 15:32:00,,0.0,United Kingdom
537000,2010-12-03 15:32:00,,0.0,United Kingdom
537001,2010-12-03 15:33:00,,0.0,United Kingdom
537002,2010-12-03 15:33:00,,0.0,United Kingdom
537003,2010-12-03 15:33:00,,0.0,United Kingdom
537004,2010-12-03 15:34:00,,0.0,United Kingdom
537005,2010-12-03 15:35:00,,0.0,United Kingdom
537006,2010-12-03 15:36:00,,0.0,United Kingdom
537007,2010-12-03 15:36:00,,0.0,United Kingdom
537008,2010-12-03 15:37:00,,0.0,United Kingdom
537009,2010-12-03 15:38:00,,0.0,United Kingdom
537010,2010-12-03 15:38:00,,0.0,United Kingdom
537011,2010-12-03 15:38:00,,0.0,United Kingdom
537012,2010-12-03 15:39:00,,0.0,United Kingdom
537013,2010-12-03 15:40:00,,0.0,United Kingdom
537014,2010-12-03 15:40:00,,0.0,United Kingdom
537015,2010-12-03 15:41:00,,0.0,United Kingdom
537016,2010-12-03 15:41:00,,0.0,United Kingdom
537017,2010-12-03 15:41:00,,0.0,United Kingdom
537018,2010-12-03 15:42:00,,0.0,United Kingdom
537019,2010-12-03 15:43:00,,0.0,United Kingdom
537020,2010-12-03 15:43:00,,0.0,United Kingdom
537021,2010-12-03 15:43:00,,0.0,United Kingdom
537022,2010-12-03 15:45:00,12725.0,427.8,Italy
537023,2010-12-03 16:02:00,16725.0,122.15,United Kingdom
537025,2010-12-03 16:21:00,,76.83,United Kingdom
537026,2010-12-03 16:35:00,12395.0,346.09999999999997,Belgium
537027,2010-12-03 16:36:00,,0.0,United Kingdom
537028,2010-12-03 16:36:00,,0.0,United Kingdom
537029,2010-12-03 16:37:00,,0.0,United Kingdom
537030,2010-12-03 16:44:00,16455.0,246.3,United Kingdom
537031,2010-12-03 16:45:00,16455.0,135.0,United Kingdom
537032,2010-12-03 16:50:00,,0.0,United Kingdom
537034,2010-12-03 17:20:00,13081.0,2355.1800000000003,United Kingdom
537035,2010-12-03 17:21:00,13081.0,11.6,United Kingdom
537036,2010-12-03 17:28:00,15545.0,135.32999999999998,United Kingdom
537037,2010-12-05 10:03:00,17243.0,256.9,United Kingdom
537038,2010-12-05 10:12:00,15465.0,535.75,United Kingdom
537040,2010-12-05 10:27:00,13089.0,734.3999999999999,United Kingdom
537041,2010-12-05 10:36:00,16033.0,155.63999999999996,United Kingdom
537042,2010-12-05 10:45:00,13838.0,238.10999999999996,United Kingdom
537044,2010-12-05 10:52:00,18055.0,431.45,United Kingdom
537045,2010-12-05 10:54:00,15038.0,126.43,United Kingdom
537046,2010-12-05 10:58:00,18109.0,277.45,United Kingdom
537047,2010-12-05 11:02:00,13069.0,326.6,United Kingdom
537048,2010-12-05 11:03:00,13069.0,5.9,United Kingdom
537049,2010-12-05 11:04:00,16241.0,277.65,United Kingdom
537050,2010-12-05 11:10:00,14800.0,555.84,United Kingdom
537051,2010-12-05 11:12:00,15708.0,350.67999999999995,United Kingdom
537052,2010-12-05 11:15:00,16839.0,552.24,United Kingdom
537053,2010-12-05 11:38:00,16168.0,275.8,United Kingdom
537054,2010-12-05 11:40:00,16931.0,152.04999999999998,United Kingdom
537055,2010-12-05 11:45:00,16814.0,273.28999999999996,United Kingdom
537057,2010-12-05 11:49:00,15351.0,274.67,United Kingdom
537058,2010-12-05 11:51:00,13269.0,351.43000000000006,United Kingdom
537059,2010-12-05 11:54:00,14813.0,127.98,United Kingdom
537065,2010-12-05 11:57:00,12567.0,1526.92,France
537067,2010-12-05 11:57:00,14813.0,27.45,United Kingdom
537077,2010-12-05 11:59:00,17062.0,179.64,United Kingdom
537081,2010-12-05 12:00:00,15332.0,1145.06,Lithuania
537086,2010-12-05 12:01:00,15332.0,438.0,Lithuania
537090,2010-12-05 12:02:00,15332.0,15.0,Lithuania
537111,2010-12-05 12:08:00,14810.0,180.44000000000003,United Kingdom
537117,2010-12-05 12:09:00,16353.0,204.0,United Kingdom
537126,2010-12-05 12:13:00,18118.0,475.86,United Kingdom
537127,2010-12-05 12:13:00,13831.0,408.0,United Kingdom
537128,2010-12-05 12:15:00,12841.0,211.74,United Kingdom
537129,2010-12-05 12:15:00,13506.0,301.11999999999995,United Kingdom
537130,2010-12-05 12:23:00,17796.0,114.65,United Kingdom
537131,2010-12-05 12:26:00,15716.0,547.0999999999999,United Kingdom
537133,2010-12-05 12:29:00,18156.0,206.23,United Kingdom
537134,2010-12-05 12:34:00,16983.0,163.49,United Kingdom
537135,2010-12-05 12:35:00,17059.0,722.3599999999999,United Kingdom
537136,2010-12-05 12:42:00,12748.0,273.76,United Kingdom
537137,2010-12-05 12:43:00,16327.0,535.6,United Kingdom
537138,2010-12-05 12:44:00,17211.0,273.29999999999995,United Kingdom
537139,2010-12-05 12:47:00,17026.0,33.15,United Kingdom
537140,2010-12-05 12:53:00,12748.0,70.41999999999999,United Kingdom
537141,2010-12-05 12:57:00,15570.0,517.65,United Kingdom
537142,2010-12-05 12:57:00,12748.0,41.45,United Kingdom
